10000	0.000071
15000	0.000083
20000	0.000250
25000	0.000228
30000	0.000279
35000	0.000353
40000	0.000071
45000	0.001122
50000	0.001702
55000	0.001475
60000	0.000595
65000	0.001840
70000	0.001811
75000	0.001189
