10000	0.000073
15000	0.000158
20000	0.000312
25000	0.000501
30000	0.000663
35000	0.000891
40000	0.001206
45000	0.001654
50000	0.001837
55000	0.001975
60000	0.002208
65000	0.002617
70000	0.002783
75000	0.003246

